"id_pd","nombre_pd","direccion","nombre_institucional","id_provincia","id_departamento","id_localidad","cod_bahra_localidad","id_municipio","provincia","departamento","localidad","municipio","mail_institucional","latitud","longitud","horarios","link_facebook","estado"
"186","Palo Santo","Avenida 2 de Abril 906","Edificio Municipal","AR-P","1454","7015","34056030000 ","FOR025","Formosa","Pirane","Palo Santo","Palo Santo","palosanto@puntodigital.gob.ar","-25.564015","-59.33974","Lunes 07:30 a 12:00 - 16:00 a 18:00 , Martes 07:30 a 12:00 - 16:00 a 18:00 , Miércoles 07:30 a 12:00 - 16:00 a 18:00 , Jueves 07:30 a 12:00 - 16:00 a 18:00 , Viernes 07:30 a 12:00 - 16:00 a 18:00 ","","Activo"
"187","Perin","Avenida 25 de Mayo S/N","Edificio Municipal","AR-P","1453","6834","34035150000 ","FOR033","Formosa","Patiño","Subteniente Perin","Subteniente Perín","perinformosa@puntodigital.gob.ar","-25.536364","-60.018565","Lunes 06:30 a 12:00 - 16:00 a 20:00 , Martes 06:30 a 12:00 - 16:00 a 20:00 , Miércoles 06:30 a 12:00 - 16:00 a 20:00 , Jueves 06:30 a 12:00 - 16:00 a 20:00 , Viernes 06:30 a 12:00 - 16:00 a 20:00 , Sábado 06:30 a 12:00 - 16:00 a 20:00 ","","Activo"
"188","Pirané","Sarmiento 625","Edificio Municipal","AR-P","1454","7016","34056040000 ","FOR026","Formosa","Pirane","Pirane","Pirané","pirane@puntodigital.gob.ar","-25.735544","-59.106623","Lunes 07:30 a 12:00 - 15:00 a 21:30 , Martes 07:30 a 12:00 - 17:30 a 21:30 , Miércoles 07:30 a 12:00 - 17:30 a 21:30 , Jueves 07:30 a 12:00 - 17:30 a 21:30 , Viernes 07:30 a 12:00 - 15:30 a 21:30 , Sábado 08:00 a 11:30 - 16:00 a 20:00 ","https://www.facebook.com/piranepuntodigital","Activo"
"189","Riacho He He","Avenida Libertador General San Martín S/N","Edificio Municipal","AR-P","1451","6924","34049060000 ","FOR029","Formosa","Pilcomayo","Riacho He-He","Riacho He-Hé","riachohehe@puntodigital.gob.ar","-25.370688","-58.290539","Lunes 07:00 a 12:00 , Martes 07:00 a 12:00 , Miércoles 07:00 a 12:00 , Jueves 07:00 a 12:00 , Viernes 08:00 a 18:00 , Sábado 08:00 a 18:00 ","","Activo"
"190","Tres Lagunas","Avenida Eulogio Gomes S/N","Edificio Municipal","AR-P","1450","6879","34042060000 ","FOR034","Formosa","Pilagas","Tres Lagunas","Tres Lagunas","treslagunas@puntodigital.gob.ar","-25.251453","-58.453278","Lunes 07:30 a 12:30 - 14:00 a 21:00 , Martes 07:30 a 12:30 - 14:00 a 21:00 , Miércoles 07:30 a 12:30 - 14:00 a 21:00 , Jueves 07:30 a 12:30 - 14:00 a 21:00 , Viernes 07:30 a 12:30 - 14:00 a 21:00 ","","Activo"
"191","Clorinda","Avenida San Martin 146","Institución Educativa","AR-P","1451","6919","34049010000 ","FOR002","Formosa","Pilcomayo","Clorinda","Clorinda","clorinda@puntodigital.gob.ar","-25.287491","-57.707174","Lunes 07:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","https://www.facebook.com/PDClorinda/","Activo"
"192","Abra Pampa","Sargento Paz 239","CIC","AR-Y","1459","7107","38007020000 ","JUJ002","Jujuy","Cochinoca","Abra Pampa","Abra Pampa","abrapampa@puntodigital.gob.ar","-22.724074","-65.692128","Lunes 08:00 a 13:00 - 14:00 a 20:00 , Martes 08:00 a 13:00 - 14:00 a 20:00 , Miércoles 08:00 a 13:00 - 14:00 a 20:00 , Jueves 08:00 a 13:00 - 14:00 a 20:00 , Viernes 08:00 a 13:00 - 14:00 a 20:00 ","","Activo"
"193","Calilegua","Belgrano","CIC","AR-Y","1463","7228","38035040000 ","JUJ008","Jujuy","Ledesma","Calilegua","Calilegua","calilegua@puntodigital.gob.ar","-23.77039","-64.769234","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","https://www.facebook.com/Punto-Digital-Calilegua-316272915476284/","Activo"
"194","El Carmen","Ruta Provincial 42, esquina Chile","CIC","AR-Y","1460","7141","38014040000 ","JUJ016","Jujuy","El Carmen","El Carmen","El Carmen","elcarmen@puntodigital.gob.ar","-24.385746","-65.272169","Lunes 07:00 a 13:00 - 14:00 a 19:00 , Martes 07:00 a 13:00 - 14:00 a 19:00 , Miércoles 07:00 a 13:00 - 14:00 a 19:00 , Jueves 07:00 a 13:00 - 14:00 a 19:00 , Viernes 07:00 a 13:00 - 14:00 a 19:00 ","https://www.facebook.com/leandronac.carmen","Activo"
"195","Huacalera","RN9, sobre calle s/n, manzana 14","CIC","AR-Y","1469","7409","38094020000 ","JUJ023","Jujuy","Tilcara","Huacalera","Huacalera","huacalera@puntodigital.gob.ar","-23.438522","-65.350564","Lunes 07:00 a 13:00 , Martes 07:00 a 13:00 , Miércoles 07:00 a 13:00 , Jueves 07:00 a 13:00 , Viernes 07:00 a 13:00 ","","Activo"
"196","Loma Blanca","Escuela Nº 366","Edificio Municipal","AR-Y","1470","7268","38049025000 ","JUJ030","Jujuy","Rinconada","Loma Blanca","Mina Pirquitas","lomablanca@puntodigital.gob.ar","-22.4723936","-66.4841213","","https://www.facebook.com/Punto-Digital-LOMA-Blanca-JUJUY-114156915855172/","Temporalmente cerrado"
"197","Palpalá I","Av. Río de la Plata 383","Edificio Municipal","AR-Y","1471","7248","38042040001 ","JUJ033","Jujuy","Palpala","Palpala","Palpalá","palpala@puntodigital.gob.ar","-24.257859","-65.21275","Lunes 07:00 a 13:00 - 15:00 a 21:00 , Martes 07:00 a 13:00 - 15:00 a 21:00 , Miércoles 07:00 a 13:00 - 15:00 a 21:00 , Jueves 07:00 a 13:00 - 15:00 a 21:00 , Viernes 07:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"198","Palpalá II (San José)","La Quiaca -","CIC","AR-Y","1471","7248","38042040001 ","JUJ033","Jujuy","Palpala","Palpala","Palpalá","palpalasanjose@puntodigital.gob.ar","-24.264845","-65.211797","Lunes 08:00 a 19:00 , Martes 08:00 a 19:00 , Miércoles 08:00 a 19:00 , Jueves 08:00 a 19:00 , Viernes 08:00 a 19:00 ","https://www.facebook.com/Danieldj.68/","Activo"
"199","Perico","23 de agosto S/N","CIC","AR-Y","1460","7147","38014090000 ","JUJ036","Jujuy","El Carmen","Perico","Perico","perico@puntodigital.gob.ar","-24.381712","-65.120108","Lunes 07:30 a 21:00 - 08:00 a 20:00 , Martes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Jueves 08:00 a 20:00 , Viernes 08:00 a 20:00 ","https://www.facebook.com/municipalidaddepericojujuy/","Activo"
"200","San Salvador de Jujuy I (Orígenes)","La Esperanza 331","ONG","AR-Y","1474","7170","38021060000 ","JUJ047","Jujuy","Doctor Manuel Belgrano","San Salvador de Jujuy","San Salvador de Jujuy","salvadorjujuyorigenes@puntodigital.gob.ar","-24.1757966","-65.3114975","Lunes 08:00 a 12:00 - 14:00 a 22:00 , Martes 08:00 a 12:00 - 14:00 a 22:00 , Miércoles 08:00 a 12:00 - 14:00 a 22:00 , Jueves 08:00 a 12:00 - 14:00 a 22:00 , Viernes 08:00 a 12:00 - 14:00 a 22:00 ","https://www.facebook.com/OrigenesJujuy/","Activo"
"201","San Salvador de Jujuy II (Colegio de Técnicos)","José de la Iglesia 1700","Institución Educativa","AR-Y","1474","7170","38021060000 ","JUJ047","Jujuy","Doctor Manuel Belgrano","San Salvador de Jujuy","San Salvador de Jujuy","institutofellner@puntodigital.gob.ar","-24.190738","-65.310748","Lunes 12:00 a 21:00 , Martes 12:00 a 21:00 , Miércoles 12:00 a 21:00 , Jueves 12:00 a 21:00 , Viernes 12:00 a 21:00 ","https://www.facebook.com/pdtecticos","Activo"
"202","Yuto","Sanchez de Bustamante S/N","Edificio Municipal","AR-Y","1463","7237","38035110000 ","JUJ060","Jujuy","Ledesma","Yuto","Yuto","yuto@puntodigital.gob.ar","-23.642991","-64.472365","Lunes 08:00 a 13:00 - 14:00 a 21:00 , Martes 08:00 a 13:00 - 14:00 a 21:00 , Miércoles 08:00 a 13:00 - 14:00 a 21:00 , Jueves 08:00 a 13:00 - 14:00 a 21:00 , Viernes 08:00 a 13:00 - 14:00 a 21:00 , Sábado 17:00 a 21:00 , Domingo 17:00 a 21:00 ","https://www.facebook.com/puntodigitalyuto/","Activo"
"203","Mina Pirquitas","Avenida 23 de agosto ","Edificio Municipal","AR-Y","1470","7255","38049000019 ","JUJ030","Jujuy","Rinconada","Mina Pirquitas","Mina Pirquitas","minaspirquitas@puntodigital.gob.ar","-22.695941","-66.496596","Lunes 15:00 a 18:30 , Martes 15:00 a 18:30 , Miércoles 15:00 a 18:30 , Jueves 15:00 a 18:30 , Viernes 15:00 a 18:30 ","","Activo"
"204","Rodeito","Ruta Provincial 1","CIC","AR-Y","1461","7305","38063140000 ","JUJ042","Jujuy","San Pedro","Rodeito","Rodeíto","rodeito@puntodigital.gob.ar","-24.245986","-64.863067","Lunes 08:00 a 13:00 - 15:00 a 17:00 , Martes 08:00 a 13:00 - 15:00 a 17:00 , Miércoles 08:00 a 13:00 - 15:00 a 17:00 , Jueves 08:00 a 13:00 - 15:00 a 17:00 , Viernes 08:00 a 13:00 ","","Activo"
"205","Caimancito","Catamarca","Edificio Municipal","AR-Y","1463","7227","38035030000 ","JUJ007","Jujuy","Ledesma","Caimancito","Caimancito","caimancito@puntodigital.gob.ar","-23.740127","-64.591177","Lunes 08:00 a 13:00 - 18:00 a 21:30 , Martes 08:00 a 13:00 - 18:00 a 21:30 , Miércoles 08:00 a 13:00 - 18:00 a 21:30 , Jueves 08:00 a 13:00 - 18:00 a 21:30 , Viernes 08:00 a 13:00 - 18:00 a 21:30 ","","Activo"
"206","Aminga","Lalo Caceres Ruta Nacional 75","CIC","AR-F","1498","7693","46021010000 ","LRJ002","La Rioja","Castro Barros","Aminga","Castro Barros","aminga@puntodigital.gob.ar","-28.8479869","-66.9311667","Lunes 08:00 a 13:00 - 15:00 a 21:00 , Martes 08:00 a 13:00 - 15:00 a 21:00 , Miércoles 08:00 a 13:00 - 15:00 a 21:00 , Jueves 08:00 a 13:00 - 15:00 a 21:00 , Viernes 08:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"207","Chamical","Santiago del Estero","CIC","AR-F","1499","7754","46035010000 ","LRJ003","La Rioja","Chamical","Chamical","Chamical","chamical@puntodigital.gob.ar","-30.360841","-66.314034","Lunes 08:00 a 12:00 - 15:00 a 18:00 , Martes 08:00 a 12:00 - 15:00 a 18:00 , Miércoles 08:00 a 12:00 - 15:00 a 18:00 , Jueves 08:00 a 12:00 - 15:00 a 18:00 , Viernes 08:00 a 12:00 - 15:00 a 18:00 ","","Activo"
"209","Olta","Ruta Nacional 79 - km 208","CIC","AR-F","1504","7835","46063040000 ","LRJ008","La Rioja","General Belgrano","Olta","General Belgrano","olta@puntodigital.gob.ar","-30.62857","-66.270089","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"210","Tama","Calle 7 de Octubre S/N","Edificio Municipal","AR-F","1503","7808","46056020000 ","LRJ007","La Rioja","General Angel Vicente Peñaloza","Tama","General Ángel Vicente Peñaloza","tama@puntodigital.gob.ar","-30.507388","-66.530671","Lunes 09:00 a 13:00 - 17:00 a 20:00 , Martes 09:00 a 13:00 - 17:00 a 20:00 , Miércoles 09:00 a 13:00 - 17:00 a 20:00 , Jueves 09:00 a 13:00 - 17:00 a 20:00 , Viernes 09:00 a 13:00 - 17:00 a 20:00 ","https://www.facebook.com/PuntoDigital.Tama?hc_ref=ART2jqna3lIA_lcNCIOFNwpNhnuwyulLGxZeemWEA9G5JL48Be_2YzSSXsFAZSmWUEY","Activo"
"211","Ulapes","Av. San Martin","Edificio Municipal","AR-F","1508","7946","46091010000 ","LRJ012","La Rioja","General San Martin","Ulapes","General San Martín","ulapes@puntodigital.gob.ar","-31.573828","-66.237044","Lunes 08:30 a 13:00 - 17:00 a 20:00 , Martes 08:30 a 13:00 - 17:00 a 20:00 , Miércoles 08:30 a 13:00 - 17:00 a 20:00 , Jueves 08:30 a 13:00 - 17:00 a 20:00 , Viernes 08:30 a 13:00 - 17:00 a 20:00 ","","Activo"
"212","Ciudad de La Rioja I (Universidad para el Adulto Mayor)","Hipólito Irigoyen 138","Institución Educativa","AR-F","1510","7689","46014010000 ","LRJ014","La Rioja","Capital","La Rioja","La Rioja","upamlarioja@puntodigital.gob.ar","-29.41543","-66.859017","Lunes 09:00 a 12:00 , Martes 09:00 a 12:00 , Miércoles 09:00 a 12:00 , Jueves 09:00 a 12:00 , Viernes 09:00 a 12:00 ","https://www.facebook.com/naclarioja1?hc_ref=NEWSFEED&fref=nf","Activo"
"213","Vinchina","Calle Las Carreras","Edificio Municipal","AR-F","1514","7957","46098020000 ","LRJ018","La Rioja","Vinchina","Villa San Jose de Vinchina","Vinchina","vinchina@puntodigital.gob.ar","-28.752949","-68.205217","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Temporalmente cerrado"
"214","Ciudad de La Rioja II (Ex Combatientes de Malvinas)","Pasaje Cabo  de Hornos 56","ONG","AR-F","1510","7689","46014010000 ","LRJ014","La Rioja","Capital","La Rioja","La Rioja","lariojaec@puntodigital.gob.ar","-29.413454","-66.856458","","","Temporalmente cerrado"
"215","San Luis","Av. Lafinur S/N","Edificio Municipal","AR-D","1598","10816","74056150000 ","SLU052","San Luis","Juan Martín de Pueyrredón","San Luis","San Luis","sanluis@puntodigital.gob.ar","-33.294126","-66.348313","","","Temporalmente cerrado"
"216","Santa Rosa (Mendoza)","Calle Mallea S/N","CIC","AR-M","1530","8389","50112060000 ","MZA016","Mendoza","Santa Rosa","Santa Rosa","Santa Rosa","santarosamza@puntodigital.gob.ar","-33.254417","-68.143762","Lunes 07:30 a 13:30 - 13:30 a 19:30 , Martes 07:30 a 13:30 - 13:30 a 19:30 , Miércoles 07:30 a 13:30 - 13:30 a 19:30 , Jueves 07:30 a 13:30 - 13:30 a 19:30 , Viernes 07:30 a 13:30 - 13:30 a 19:30 ","","Activo"
"217","Malargüe","Cacique  Anca-Amun S/N","Edificio Municipal","AR-M","1524","8245","50077040000 ","MZA010","Mendoza","Malargüe","Malargue","Malargüe","malargue@puntodigital.gob.ar","-35.48457","-69.594386","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","https://www.facebook.com/puntodigitalmalargue","Activo"
"218","9 de Julio (Misiones)","Saavedra KM 25","CIC","AR-N","1542","8516","54042040000 ","MIS053","Misiones","Eldorado","9 de Julio","Nueve de Julio","9dejulio@puntodigital.gob.ar","-26.386084","-54.465816","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Temporalmente cerrado"
"219","Apóstoles","Avenida 9 de Julio S/N","Edificio Municipal","AR-N","1535","8432","54007010000 ","MIS003","Misiones","Apostoles","Apostoles","Apóstoles","apostoles@puntodigital.gob.ar","-27.913098","-55.754043","Lunes 06:30 a 12:30 - 14:00 a 18:00 , Martes 06:30 a 12:30 - 14:00 a 18:00 , Miércoles 06:30 a 12:30 - 14:00 a 18:00 , Jueves 06:30 a 12:30 - 14:00 a 18:00 , Viernes 06:30 a 12:30 ","https://www.facebook.com/puntodigitalapostoles/","Activo"
"220","Azara","Padre Enrique Darrellmann S/N","CIC","AR-N","1535","8433","54007020000 ","MIS006","Misiones","Apostoles","Azara","Azara","azaramisiones@puntodigital.gob.ar","-28.062416","-55.676207","Lunes 14:00 a 18:00 , Martes 14:00 a 18:00 , Miércoles 14:00 a 18:00 , Jueves 14:00 a 18:00 , Viernes 14:00 a 18:00 ","","Activo"
"221","Capiovi","Martín Fierro 250","CIC","AR-N","1540","8630","54077010000 ","MIS014","Misiones","Libertador General San Martin","Capiovi","Capioví","capiovi@puntodigital.gob.ar","-26.933013","-55.066867","Lunes 06:00 a 12:30 - 14:00 a 17:00 , Martes 06:00 a 12:30 - 14:00 a 17:00 , Miércoles 06:00 a 12:30 - 14:00 a 17:00 , Jueves 06:00 a 12:30 - 14:00 a 17:00 , Viernes 06:00 a 12:30 - 14:00 a 17:00 ","https://www.facebook.com/ciccapiovi","Activo"
"223","Colonia Victoria","Andres Guacurari S/N","Biblioteca Popular","AR-N","1542","8512","54042010000 ","MIS022","Misiones","Eldorado","Colonia Victoria","Colonia Victoria","coloniavictoria@puntodigital.gob.ar","-26.33199","-54.622403","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"224","Eldorado","Misiones S/N","CIC","AR-N","1542","8513","54042020000 ","MIS031","Misiones","Eldorado","Eldorado","Eldorado","eldorado@puntodigital.gob.ar","-26.399318","-54.626341","Lunes 06:00 a 12:00 - 14:00 a 18:00 , Martes 06:00 a 12:00 - 14:00 a 20:30 , Miércoles 06:00 a 12:00 - 14:00 a 19:30 , Jueves 06:00 a 12:00 - 14:00 a 20:30 , Viernes 06:00 a 12:00 - 14:00 a 18:00 ","https://www.facebook.com/profile.php?id=100005809068070","Activo"
"225","Montecarlo","Avenida Libertador 1274","Edificio Municipal","AR-N","1541","8656","54084030000 ","MIS052","Misiones","Montecarlo","Montecarlo","Montecarlo","montecarlo@puntodigital.gob.ar","-26.5659409","-54.7702729","Lunes 06:30 a 12:00 - 17:00 a 21:00 , Martes 06:30 a 12:00 - 14:30 a 21:00 , Miércoles 06:30 a 12:00 - 17:00 a 21:00 , Jueves 06:30 a 12:00 - 14:30 a 21:00 , Viernes 06:30 a 12:00 - 17:00 a 21:00 , Sábado 07:00 a 12:30 ","","Activo"
"226","Posadas","Av. Rademarcher 4907","Asociación Revivir","AR-N","1547","8493","54028030000 ","MIS057","Misiones","Capital","Posadas","Posadas","posadas@puntodigital.gob.ar","-27.393451047507153","-55.8972430702518","Lunes 10:01 a 18:00 , Martes 07:00 a 19:00 , Jueves 07:00 a 19:00 , Viernes 07:00 a 19:00 ","https://www.facebook.com/Punto-Digital-Posadas-1452352591450982/","Activo"
"227","Puerto Piray","San Francisco de Asís","Edificio Municipal","AR-N","1541","8658","54084050000 ","MIS061","Misiones","Montecarlo","Puerto Piray","Puerto Piray","puertopiray@puntodigital.gob.ar","-26.467288","-54.718668","Lunes 06:30 a 12:30 , Martes 13:00 a 19:00 , Miércoles 06:30 a 12:30 , Jueves 13:00 a 19:00 , Viernes 06:30 a 12:30 ","https://www.facebook.com/Punto-Digital-Puerto-Piray-292767317836426/","Activo"
"228","Puerto Rico","San Martín 2115","Edificio Municipal","AR-N","1540","8636","54077060000 ","MIS062","Misiones","Libertador General San Martin","Puerto Rico","Puerto Rico","puertorico@puntodigital.gob.ar","-26.81261","-55.025287","Lunes 07:00 a 12:30 , Martes 07:00 a 12:30 , Miércoles 07:00 a 12:30 , Jueves 07:00 a 12:30 , Viernes 07:00 a 12:30 ","https://www.facebook.com/nac.paseomisolar/","Activo"
"229","San Vicente I (Misiones)","Ruta Nacional N°14 Km N°61","Edificio Municipal","AR-N","1546","8583","54056030000 ","MIS069","Misiones","Guarani","San Vicente","San Vicente","sanvicente@puntodigital.gob.ar","-26.983372","-54.471174","Lunes 07:00 a 12:30 - 15:00 a 18:00 , Martes 07:00 a 12:30 - 15:00 a 18:00 , Miércoles 07:00 a 12:30 - 15:00 a 18:00 , Jueves 07:00 a 12:30 - 15:00 a 18:00 , Viernes 07:00 a 12:30 - 15:00 a 18:00 ","https://www.facebook.com/PuntoDigital-San-Vicente-1050794708383859/","Activo"
"230","Santa María (Misiones)","Manzana 000","Edificio Municipal","AR-N","1545","8506","54035040000 ","MIS071","Misiones","Concepcion","Santa Maria","Santa María","santamariamisiones@puntodigital.gob.ar","-27.892864","-55.354013","Lunes 07:00 a 12:00 , Martes 07:00 a 12:00 , Miércoles 07:00 a 12:00 , Jueves 07:00 a 12:00 , Viernes 07:00 a 12:00 ","","Activo"
"232","Chos Malal","San Martín 90","Edificio Municipal","AR-Q","1557","8875","58042010000 ","NEU010","Neuquén","Chos Malal","Chos Malal","Chos Malal","chosmalal@puntodigital.gob.ar","-37.374192","-70.276668","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","https://www.facebook.com/NacChosMalal/?hc_ref=SEARCH&fref=nf","Activo"
"233","Manzano Amargo","Ruta Provincia Nº 54 Primero Pobladores S/N","Edificio Municipal","AR-Q","1552","8946","58077050000 ","NEU023","Neuquén","Minas","Manzano Amargo","Manzano Amargo","manzanoamargo@puntodigital.gob.ar","-36.754032","-70.763068","Lunes 09:00 a 17:00 , Martes 09:00 a 17:00 , Miércoles 09:00 a 17:00 , Jueves 09:00 a 17:00 , Viernes 09:00 a 17:00 ","","Activo"
"234","Villa Nahueve","Paraje Los Carrizos S/N","Edificio Municipal","AR-Q","1552","8948","58077070000 ","NEU043","Neuquén","Minas","Villa del Nahueve","Villa del Nahueve","villadelnahueve@puntodigital.gob.ar","-37.065848","-70.772486","","","Temporalmente cerrado"
"236","Loncopué","Esteban Salvador S/N","Edificio Municipal","AR-Q","1562","8917","58063020000 ","NEU021","Neuquén","Loncopue","Loncopue","Loncopué","loncopue@puntodigital.gob.ar","-38.074126","-70.612639","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","https://www.facebook.com/Punto-Digital-Loncopu%C3%A9-1028833960584730/","Activo"
"237","San Martín de los Andes","Cerro de la Virgen 1750","CIC","AR-Q","1564","8904","58056010000 ","NEU034","Neuquén","Lacar","San Martin de los Andes","San Martín de los Andes","sanmartindelosandes@puntodigital.gob.ar","-40.132097617078855","-71.22481968894353","Lunes 09:00 a 19:00 , Martes 09:00 a 19:00 , Miércoles 09:00 a 19:00 , Jueves 09:00 a 19:00 , Viernes 09:00 a 19:00 , Sábado 14:00 a 19:00 ","https://www.facebook.com/Punto-Digital-San-Mart%C3%ADn-de-los-Andes-395054443999723/","Activo"
"238","Telén","San Martin 674","Edificio municipal","AR-L","1485","7568","42098040000 ","LAP069","La Pampa","Loventue","Telen","Telén","telen@puntodigital.gob.ar","-36.263463","-65.51156","Lunes 09:00 a 11:00 - 17:00 a 19:00 , Martes 09:00 a 11:00 - 15:30 a 18:30 , Miércoles 09:00 a 11:00 - 17:00 a 19:00 , Jueves 09:00 a 11:00 - 15:30 a 18:30 , Viernes 09:00 a 11:00 - 17:00 a 19:00 ","https://www.facebook.com/Punto-Digital-Telen-La-Pampa-628037990724766/","Activo"
"239","Rancul","Rivadavia 769","Edificio municipal","AR-L","1484","7603","42126070000 ","LAP059","La Pampa","Rancul","Rancul","Rancul","rancul@puntodigital.gob.ar","-35.066333","-64.687929","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","https://www.facebook.com/PUNTODIGITALRancul","Activo"
"240","Miguel Riglos","Avenida San Martin","Edificio Municipal","AR-L","1490","7498","42007030000 ","LAP049","La Pampa","Atreuco","Miguel Riglos","Miguel Riglos","riglos@puntodigital.gob.ar","-36.852067","-63.68856","Lunes 08:00 a 12:00 - 16:00 a 18:00 , Martes 08:00 a 12:00 - 16:00 a 18:00 , Miércoles 08:00 a 12:00 - 16:00 a 18:00 , Jueves 08:00 a 12:00 - 16:00 a 18:00 , Viernes 08:00 a 12:00 - 16:00 a 18:00 ","https://www.facebook.com/Punto-Digital-Miguel-Riglos-1583515681884792","Activo"
"241","Toay","Avenida 13 de Caballería","Edificio Municipal","AR-L","1496","7616","42140020000 ","LAP070","La Pampa","Toay","Toay","Toay","toay@puntodigital.gob.ar","-36.66539","-64.380097","Lunes 07:00 a 13:00 - 16:00 a 18:00 , Martes 07:00 a 13:00 - 16:00 a 18:00 , Miércoles 07:00 a 13:00 - 16:00 a 18:00 , Jueves 07:00 a 13:00 - 16:00 a 18:00 , Viernes 07:00 a 13:00 - 16:00 a 18:00 ","https://www.facebook.com/PDtoaylapampa/","Activo"
"242","General Roca","Avenida San Juan 3445","CIC","AR-R","1569","9174","62042450000 ","RNO018","Río Negro","General Roca","General Roca","General Roca","generalroca@puntodigital.gob.ar","-39.006995","-67.583224","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","","Activo"
"243","Campo Contreras","Ingenio Contreras y 2 de Septiembre en la Ciudad de Santiago del Estero nn","CIC","AR-G","1638","12091","86049110000 ","SGO069","Santiago del Estero","Capital","Santiago del Estero","Santiago del Estero","campocontreras@puntodigital.gob.ar","-27.834845","-64.265192","Lunes 07:30 a 12:00 - 14:00 a 18:00 , Martes 07:30 a 12:00 - 14:00 a 18:00 , Miércoles 07:30 a 12:00 - 14:00 a 18:00 , Jueves 07:30 a 12:00 - 14:00 a 18:00 , Viernes 07:30 a 12:00 - 14:00 a 18:00 ","https://www.facebook.com/PDCampoContreras","Activo"
"244","Clodomira","Republica 409, Clodomira, Santiago del Estero 409","Edificio Municipal","AR-G","1621","12024","86035060000 ","SGO012","Santiago del Estero","Banda","Clodomira","Clodomira","clodomira@puntodigital.gob.ar","-27.575243","-64.134257","Lunes 06:30 a 00:30 , Martes 06:30 a 00:30 , Miércoles 06:30 a 00:30 , Jueves 06:30 a 00:30 , Viernes 06:30 a 00:30 ","https://www.facebook.com/nac.clodomira/?fref=ts","Activo"
"245","Selva","1º de Mayo 1010","CIC","AR-G","1624","12854","86154030000 ","SGO071","Santiago del Estero","Rivadavia","Selva","Selva","selva@puntodigital.gob.ar","-29.770394","-62.047842","Lunes 08:00 a 12:00 - 15:00 a 18:00 , Martes 08:00 a 12:00 - 15:00 a 18:00 , Miércoles 08:00 a 12:00 - 15:00 a 18:00 , Jueves 08:00 a 12:00 - 15:00 a 18:00 , Viernes 08:00 a 12:00 - 15:00 a 18:00 ","https://www.facebook.com/nac.selva","Temporalmente cerrado"
"246","Campo Gallo I","Calle Rivadavia S/N. El pueblo no tiene numerados los sd","Edificio Municipal","AR-G","1620","11868","86014010000 ","SGO008","Santiago del Estero","Alberdi","Campo Gallo","Campo Gallo","campogallo@puntodigital.gob.ar","-26.584169","-62.85004","Lunes 08:00 a 13:00 - 16:00 a 19:00 , Martes 08:00 a 13:00 - 16:00 a 19:00 , Miércoles 08:00 a 13:00 - 16:00 a 19:00 , Jueves 08:00 a 13:00 - 16:00 a 19:00 , Viernes 08:00 a 13:00 - 16:00 a 19:00 ","","Activo"
